smiles0,smiles1,charge0,charge1,natoms0,natoms1,system_id,group_orig,group_id,k_index,geom_id,cc_basis,cc_HF,cc_MP2_os,cc_MP2_ss,cc_CCSD_os,cc_CCSD_ss,cc_(T),cc_[T],cc_MP2_all,cc_CCSD(T)_all,cc_delta_CCSD(T),qz_HF,qz_MP2_os,qz_MP2_ss,qz_MP2_all,tz_HF,tz_MP2_os,tz_MP2_ss,tz_MP2_all,cbs_MP2_os,cbs_MP2_ss,cbs_MP2_all,cbs_CCSD(T)_all,espx_HF_es,espx_HF_hl,espx_HF_ovl,espx_MP2_es,espx_MP2_ovl,sapt_es,sapt_ex,sapt_exs2,sapt_ind,sapt_exind,sapt_disp,sapt_exdisp_os,sapt_exdisp_ss,sapt_delta_HF,sapt_all,nn_CCSD(T)_all,nn_CCSD(T)_all_05,nn_CCSD(T)_all_95,xyz,elements,elements_lists
C,C,0,0,5,5,11052,370K,2196263,-6,54968885,avtz,2.49417,-0.90293,-0.82949,-0.72162,-0.84178,-0.24054,-0.23722,0.76175,0.69023,-0.07152,2.4892,-0.94865,-0.84567,0.69488,2.49417,-0.90293,-0.82949,0.76175,-0.982,-0.85749,0.64971,0.57819,-1.15142,2.87212,0.03737,-1.23322,0.03935,-1.15556,4.01152,3.9897,-0.29359,0.3196,-2.06153,0.07329,0.13751,-0.40791,0.62334,0.57882,0.50819,0.64642,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.10906 2.48121 -7.26125 -8.18575 1.88071 -6.34281 -8.73364 3.38151 -7.16454 -8.45469 1.88557 -8.11901 -7.06151 2.77724 -7.41938,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,-5,54968886,avtz,1.7969,-0.75929,-0.70108,-0.60729,-0.71466,-0.2058,-0.20298,0.33653,0.26915,-0.06739,1.7931,-0.79501,-0.7143,0.28379,1.7969,-0.75929,-0.70108,0.33653,-0.82108,-0.72395,0.24807,0.18068,-0.8223,2.05782,0.02795,-0.88583,0.02962,-0.82547,2.87541,2.86383,-0.1844,0.20187,-1.69942,0.05343,0.10207,-0.28901,0.23447,0.18194,0.12056,0.24254,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.18728 2.44594 -7.31262 -8.26397 1.84545 -6.39418 -8.81186 3.34625 -7.21591 -8.53291 1.85031 -8.17038 -7.13973 2.74198 -7.47075,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,-4,54968887,avtz,1.29077,-0.63942,-0.59343,-0.51157,-0.60725,-0.17605,-0.17366,0.05793,-0.0041,-0.06202,1.28787,-0.66728,-0.60423,0.01636,1.29077,-0.63942,-0.59343,0.05793,-0.68762,-0.61211,-0.01186,-0.07388,-0.58633,1.47063,0.02084,-0.63525,0.02222,-0.5886,2.05553,2.04942,-0.11531,0.12639,-1.40544,0.03869,0.07543,-0.20429,-0.0176,-0.06804,-0.11739,-0.01738,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.2655 2.41068 -7.36399 -8.34219 1.81019 -6.44555 -8.89007 3.31099 -7.26728 -8.61113 1.81505 -8.22175 -7.21795 2.70672 -7.52212,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,-3,54968888,avtz,0.92459,-0.53932,-0.50312,-0.43141,-0.51649,-0.15061,-0.1486,-0.11785,-0.17393,-0.05608,0.92238,-0.56103,-0.51194,-0.15059,0.92459,-0.53932,-0.50312,-0.11785,-0.57688,-0.51838,-0.17288,-0.22895,-0.41739,1.04842,0.01548,-0.45475,0.01663,-0.41907,1.46578,1.46258,-0.07183,0.07849,-1.16629,0.02785,0.05554,-0.14455,-0.17407,-0.22137,-0.26195,-0.17905,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.34371 2.37542 -7.41536 -8.4204 1.77493 -6.49692 -8.96829 3.27573 -7.31865 -8.68934 1.77978 -8.27312 -7.29616 2.67146 -7.57348,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,-2,54968889,avtz,0.66049,-0.45568,-0.4273,-0.36428,-0.43983,-0.12887,-0.12718,-0.22249,-0.27249,-0.05,0.65883,-0.47259,-0.43451,-0.24827,0.66049,-0.45568,-0.4273,-0.22249,-0.48494,-0.43978,-0.26588,-0.31588,-0.29686,0.74565,0.01147,-0.3252,0.0124,-0.29802,1.04288,1.0412,-0.04461,0.04839,-0.97129,0.01993,0.04077,-0.1028,-0.26476,-0.30845,-0.34259,-0.27427,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.42193 2.34016 -7.46673 -8.49862 1.73967 -6.54829 -9.04651 3.24047 -7.37002 -8.76756 1.74452 -8.32449 -7.37438 2.63619 -7.62485,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,-1,54968890,avtz,0.47058,-0.38573,-0.36359,-0.30803,-0.37506,-0.11032,-0.10891,-0.27875,-0.32283,-0.04408,0.46935,-0.39891,-0.36949,-0.29906,0.47058,-0.38573,-0.36359,-0.27875,-0.40853,-0.3738,-0.31298,-0.35706,-0.2109,0.52909,0.00847,-0.23224,0.00923,-0.21176,0.74047,0.7396,-0.02765,0.02964,-0.81191,0.01419,0.02985,-0.07384,-0.311,-0.35076,-0.38067,-0.31886,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.50015 2.3049 -7.5181 -8.57684 1.70441 -6.59966 -9.12472 3.2052 -7.42139 -8.84578 1.70926 -8.37586 -7.4526 2.60093 -7.67622,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,0,54968891,avtz,0.3344,-0.3272,-0.31001,-0.26091,-0.32033,-0.09451,-0.09334,-0.30281,-0.34134,-0.03853,0.33351,-0.33747,-0.31484,-0.3188,0.3344,-0.3272,-0.31001,-0.30281,-0.34497,-0.31837,-0.32982,-0.36835,-0.14978,0.37459,0.00624,-0.16574,0.00685,-0.15038,0.52481,0.52436,-0.01713,0.01806,-0.68128,0.01005,0.02181,-0.05384,-0.32789,-0.3628,-0.3908,-0.33295,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.57836 2.26964 -7.56947 -8.65505 1.66915 -6.65103 -9.20294 3.16994 -7.47276 -8.92399 1.674 -8.42723 -7.53081 2.56567 -7.72759,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,1,54968892,avtz,0.23703,-0.27817,-0.26489,-0.22141,-0.27405,-0.08104,-0.08007,-0.30604,-0.33947,-0.03344,0.23638,-0.28618,-0.26885,-0.31864,0.23703,-0.27817,-0.26489,-0.30604,-0.29202,-0.27173,-0.32737,-0.36081,-0.10632,0.26463,0.00459,-0.11818,0.00507,-0.10677,0.37139,0.37116,-0.01062,0.01096,-0.57389,0.00708,0.01591,-0.04005,-0.32598,-0.35711,-0.38305,-0.33099,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.65658 2.23438 -7.62084 -8.73327 1.63388 -6.7024 -9.28116 3.13468 -7.52413 -9.00221 1.63874 -8.4786 -7.60903 2.53041 -7.77896,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,2,54968893,avtz,0.16758,-0.23707,-0.22685,-0.18829,-0.23491,-0.06958,-0.06877,-0.29634,-0.3252,-0.02886,0.16712,-0.2433,-0.23009,-0.30627,0.16758,-0.23707,-0.22685,-0.29634,-0.24786,-0.23245,-0.31319,-0.34205,-0.07546,0.18654,0.00336,-0.08421,0.00374,-0.07582,0.26249,0.26237,-0.0066,0.00663,-0.48532,0.00497,0.01159,-0.0305,-0.31256,-0.33901,-0.36317,-0.31514,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.73479 2.19911 -7.6722 -8.81149 1.59862 -6.75377 -9.35937 3.09942 -7.5755 -9.08043 1.60348 -8.52997 -7.68725 2.49515 -7.83033,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,3,54968894,avtz,0.11817,-0.20255,-0.19473,-0.1605,-0.20177,-0.05983,-0.05915,-0.27911,-0.30392,-0.02481,0.11785,-0.20741,-0.19738,-0.28694,0.11817,-0.20255,-0.19473,-0.27911,-0.21096,-0.19932,-0.29243,-0.31724,-0.05361,0.13122,0.00246,-0.06003,0.00276,-0.05387,0.18534,0.18528,-0.00413,0.00401,-0.41204,0.00347,0.00844,-0.02383,-0.29262,-0.31486,-0.33787,-0.29233,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.81301 2.16385 -7.72357 -8.8897 1.56336 -6.80514 -9.43759 3.06416 -7.62687 -9.15864 1.56822 -8.58134 -7.76546 2.45989 -7.8817,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,4,54968895,avtz,0.08311,-0.17354,-0.16758,-0.13716,-0.17368,-0.05153,-0.05097,-0.258,-0.27926,-0.02126,0.0829,-0.17732,-0.16975,-0.26417,0.08311,-0.17354,-0.16758,-0.258,-0.18009,-0.17133,-0.26852,-0.28977,-0.03811,0.09211,0.0018,-0.04278,0.00203,-0.03831,0.13077,0.13074,-0.00261,0.00242,-0.35119,0.00241,0.00613,-0.01912,-0.26949,-0.28736,-0.30805,-0.26681,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.89123 2.12859 -7.77494 -8.96792 1.5281 -6.85651 -9.51581 3.0289 -7.67824 -9.23686 1.53295 -8.63271 -7.84368 2.42463 -7.93307,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,5,54968896,avtz,0.0583,-0.1491,-0.14458,-0.11753,-0.14985,-0.04447,-0.044,-0.23538,-0.25355,-0.01817,0.05816,-0.15205,-0.14635,-0.24024,0.0583,-0.1491,-0.14458,-0.23538,-0.1542,-0.14764,-0.24369,-0.26186,-0.0271,0.06452,0.00131,-0.03047,0.00149,-0.02728,0.09223,0.09222,-0.00166,0.00147,-0.30049,0.00167,0.00445,-0.01574,-0.24535,-0.25968,-0.27771,-0.2419,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -8.96944 2.09333 -7.82631 -9.04614 1.49284 -6.90787 -9.59402 2.99364 -7.72961 -9.31508 1.49769 -8.68407 -7.9219 2.38936 -7.98444,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,6,54968897,avtz,0.04078,-0.12848,-0.12506,-0.101,-0.1296,-0.03846,-0.03807,-0.21277,-0.22827,-0.01551,0.04069,-0.13078,-0.12651,-0.2166,0.04078,-0.12848,-0.12506,-0.21277,-0.13246,-0.12757,-0.21933,-0.23484,-0.01931,0.04509,0.00096,-0.02172,0.00109,-0.01946,0.06504,0.06503,-0.00108,0.00089,-0.25809,0.00115,0.00322,-0.01327,-0.2216,-0.23276,-0.24845,-0.21713,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -9.04766 2.05807 -7.87768 -9.12435 1.45758 -6.95924 -9.67224 2.95837 -7.78097 -9.39329 1.46243 -8.73544 -8.00011 2.3541 -8.03581,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,10,54968898,avtz,0.00946,-0.07301,-0.07192,-0.05675,-0.07435,-0.02202,-0.02182,-0.13547,-0.14366,-0.00819,0.00947,-0.07386,-0.07256,-0.13695,0.00946,-0.07301,-0.07192,-0.13547,-0.07448,-0.07303,-0.13804,-0.14623,-0.0051,0.01051,0.00027,-0.00566,0.00031,-0.00515,0.01608,0.01608,-0.00023,0.00013,-0.14565,0.00025,0.00087,-0.00803,-0.14174,-0.14558,-0.15582,-0.13508,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -9.36053 1.91702 -8.08316 -9.43722 1.31653 -7.16472 -9.9851 2.81733 -7.98645 -9.70616 1.32139 -8.94092 -8.31298 2.21306 -8.24129,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,15,54968899,avtz,0.0014,-0.0385,-0.03823,-0.02955,-0.03933,-0.01161,-0.01151,-0.07534,-0.07909,-0.00376,0.00142,-0.03875,-0.03846,-0.07579,0.0014,-0.0385,-0.03823,-0.07534,-0.03893,-0.03863,-0.07614,-0.0799,-0.001,0.00159,5e-05,-0.00101,7e-05,-0.00103,0.00277,0.00277,-6e-05,1e-05,-0.0767,4e-05,0.00016,-0.00464,-0.07945,-0.08061,-0.08609,-0.07508,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -9.75161 1.74071 -8.34001 -9.8283 1.14022 -7.42157 -10.37619 2.64102 -8.2433 -10.09724 1.14508 -9.19777 -8.70406 2.03675 -8.49813,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,20,54968900,avtz,0.00019,-0.02168,-0.0216,-0.01647,-0.02211,-0.00651,-0.00645,-0.04309,-0.04489,-0.0018,0.00021,-0.02176,-0.02169,-0.04324,0.00019,-0.02168,-0.0216,-0.04309,-0.02182,-0.02175,-0.04336,-0.04516,-0.00017,0.00022,1e-05,-0.00012,1e-05,-0.0002,0.00043,0.00043,-2e-05,0.0,-0.04324,1e-05,3e-05,-0.00232,-0.04533,-0.04532,-0.04912,-0.04152,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -10.14269 1.56441 -8.59685 -10.21938 0.96392 -7.67841 -10.76727 2.46471 -8.50015 -10.48832 0.96877 -9.45462 -9.09514 1.86044 -8.75498,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,25,54968901,avtz,5e-05,-0.0129,-0.01287,-0.00973,-0.01311,-0.00385,-0.00382,-0.02572,-0.02663,-0.00091,6e-05,-0.01293,-0.0129,-0.02577,5e-05,-0.0129,-0.01287,-0.02572,-0.01295,-0.01292,-0.02581,-0.02672,2e-05,5e-05,0.0,7e-05,0.0,-2e-05,4e-05,4e-05,-1e-05,0.0,-0.02577,0.0,0.0,-0.00107,-0.02681,-0.02655,-0.02951,-0.02363,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -10.53377 1.3881 -8.8537 -10.61047 0.78761 -7.93526 -11.15835 2.28841 -8.75699 -10.87941 0.79246 -9.71146 -9.48622 1.68413 -9.01183,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,30,54968902,avtz,4e-05,-0.00804,-0.00802,-0.00602,-0.00813,-0.00239,-0.00237,-0.01601,-0.0165,-0.00049,4e-05,-0.00805,-0.00803,-0.01604,4e-05,-0.00804,-0.00802,-0.01601,-0.00806,-0.00804,-0.01606,-0.01655,8e-05,4e-05,0.0,0.00012,0.0,2e-05,0.0,0.0,-0.0,0.0,-0.01606,0.0,0.0,-0.00057,-0.01662,-0.0161,-0.01819,-0.01403,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -10.92486 1.21179 -9.11055 -11.00155 0.6113 -8.19211 -11.54943 2.1121 -9.01384 -11.27049 0.61616 -9.96831 -9.87731 1.50783 -9.26867,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,35,54968903,avtz,4e-05,-0.0052,-0.00518,-0.00388,-0.00524,-0.00154,-0.00153,-0.01034,-0.01062,-0.00027,4e-05,-0.0052,-0.00519,-0.01036,4e-05,-0.0052,-0.00518,-0.01034,-0.00521,-0.0052,-0.01036,-0.01064,7e-05,4e-05,0.0,9e-05,0.0,3e-05,0.0,0.0,-0.0,0.0,-0.0104,0.0,0.0,-0.00042,-0.01079,-0.01024,-0.01175,-0.00871,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -11.31594 1.03549 -9.36739 -11.39263 0.43499 -8.44896 -11.94052 1.93579 -9.27069 -11.66157 0.43985 -10.22516 -10.26839 1.33152 -9.52552,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2196263,40,54968904,avtz,3e-05,-0.00347,-0.00346,-0.00258,-0.00349,-0.00102,-0.00102,-0.0069,-0.00706,-0.00016,4e-05,-0.00347,-0.00346,-0.0069,3e-05,-0.00347,-0.00346,-0.0069,-0.00347,-0.00347,-0.00691,-0.00707,5e-05,3e-05,0.0,7e-05,0.0,3e-05,0.0,0.0,-0.0,0.0,-0.00694,-0.0,0.0,-0.00034,-0.00725,-0.0069,-0.00792,-0.0058,-5.3562 3.81596 -5.57204 -4.3994 3.69554 -5.04286 -5.21293 4.46864 -6.44582 -6.09594 4.26737 -4.89454 -5.71738 2.83178 -5.90514 -11.70702 0.85918 -9.62424 -11.78371 0.25869 -8.7058 -12.3316 1.75948 -9.52753 -12.05265 0.26354 -10.482 -10.65947 1.15521 -9.78237,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2190632,-16,54812598,avtz,57.22669,-5.69918,-4.82255,-4.54676,-4.52199,-1.21697,-1.21056,46.70496,46.94097,0.23601,57.1757,-6.1457,-4.9382,46.0918,57.22669,-5.69918,-4.82255,46.70496,-6.47154,-5.02259,45.68157,45.91758,-25.54729,71.60385,0.55124,-25.89487,0.55048,-25.65873,91.9748,85.28242,-18.89714,14.77398,-16.25703,0.9292,1.70783,-5.0153,43.55761,45.88618,45.53405,46.27507,8.10779 8.48259 -0.69952 9.16455 8.78796 -0.69559 8.03993 7.39301 -0.56456 7.64853 8.76251 -1.65906 7.57724 8.98722 0.12137 10.07495 7.08448 -0.07369 11.10216 7.09647 -0.46701 9.42261 6.53366 -0.76726 9.71009 8.11691 0.03108 10.06445 6.5909 0.9093,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2190632,-15,54812599,avtz,42.5405,-4.74006,-4.02253,-3.79761,-3.81802,-1.03308,-1.02566,33.77792,33.8918,0.11389,42.50052,-5.10272,-4.11878,33.27902,42.5405,-4.74006,-4.02253,33.77792,-5.36736,-4.18902,32.94413,33.05802,-18.97589,52.50127,0.43076,-19.34787,0.43212,-19.1018,68.39861,64.52841,-12.71515,10.74121,-13.15774,0.78437,1.41466,-4.827,31.53716,33.08372,32.77792,33.39679,8.10779 8.48259 -0.69952 9.16455 8.78796 -0.69559 8.03993 7.39301 -0.56456 7.64853 8.76251 -1.65906 7.57724 8.98722 0.12137 10.15277 7.02843 -0.04536 11.17998 7.04042 -0.43868 9.50042 6.47761 -0.73893 9.78791 8.06085 0.05942 10.14227 6.53485 0.93763,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2190632,-14,54812600,avtz,31.50493,-3.9408,-3.35538,-3.1705,-3.22149,-0.87801,-0.87028,24.20875,24.23493,0.02618,31.47239,-4.23397,-3.43527,23.80315,31.50493,-3.9408,-3.35538,24.20875,-4.4479,-3.49357,23.53092,23.55711,-13.98041,38.38432,0.33442,-14.34104,0.3371,-14.10055,50.59806,48.38762,-8.46185,7.60633,-10.64879,0.64104,1.14579,-4.17742,22.60261,23.64957,23.39187,23.91637,8.10779 8.48259 -0.69952 9.16455 8.78796 -0.69559 8.03993 7.39301 -0.56456 7.64853 8.76251 -1.65906 7.57724 8.98722 0.12137 10.23058 6.97238 -0.01702 11.25779 6.98437 -0.41034 9.57823 6.42155 -0.71059 9.86572 8.0048 0.08775 10.22008 6.4788 0.96597,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2190632,-13,54812601,avtz,23.24998,-3.27682,-2.80057,-2.64698,-2.71767,-0.74702,-0.73944,17.17259,17.13832,-0.03428,23.22306,-3.51235,-2.86659,16.84413,23.24998,-3.27682,-2.80057,17.17259,-3.68423,-2.91476,16.62408,16.58981,-10.22684,27.98943,0.25809,-10.55615,0.26148,-10.33001,37.249,36.00072,-5.57145,5.26775,-8.62247,0.51116,0.91133,-3.40186,16.01344,16.66704,16.4106,16.93353,8.10779 8.48259 -0.69952 9.16455 8.78796 -0.69559 8.03993 7.39301 -0.56456 7.64853 8.76251 -1.65906 7.57724 8.98722 0.12137 10.3084 6.91632 0.01131 11.3356 6.92831 -0.38201 9.65605 6.3655 -0.68226 9.94354 7.94875 0.11608 10.2979 6.42274 0.9943,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2190632,-12,54812602,avtz,17.10058,-2.72631,-2.33987,-2.21063,-2.29305,-0.63615,-0.62901,12.03441,11.96075,-0.07366,17.07862,-2.91424,-2.39416,11.77022,17.10058,-2.72631,-2.33987,12.03441,-3.05138,-2.43378,11.59346,11.5198,-7.43404,20.36011,0.19811,-7.72245,0.20179,-7.51635,27.29934,26.60166,-3.63129,3.57997,-6.9884,0.39968,0.71421,-2.66449,11.19266,11.54627,11.36801,11.73859,8.10779 8.48259 -0.69952 9.16455 8.78796 -0.69559 8.03993 7.39301 -0.56456 7.64853 8.76251 -1.65906 7.57724 8.98722 0.12137 10.38621 6.86027 0.03964 11.41342 6.87226 -0.35368 9.73386 6.30945 -0.65393 10.02135 7.89269 0.14442 10.37571 6.36669 1.02263,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2190632,-11,54812603,avtz,12.53753,-2.27027,-1.95749,-1.84712,-1.93561,-0.54214,-0.53558,8.30977,8.21265,-0.09712,12.52023,-2.41928,-2.00198,8.09897,12.53753,-2.27027,-1.95749,8.30977,-2.52802,-2.03445,7.95776,7.86065,-5.37334,14.77703,0.15131,-5.61839,0.15498,-5.43568,19.92465,19.53838,-2.3447,2.39426,-5.67183,0.30751,0.55293,-2.03173,7.69541,7.91238,7.76873,8.06349,8.10779 8.48259 -0.69952 9.16455 8.78796 -0.69559 8.03993 7.39301 -0.56456 7.64853 8.76251 -1.65906 7.57724 8.98722 0.12137 10.46403 6.80421 0.06798 11.49123 6.8162 -0.32534 9.81168 6.25339 -0.62559 10.09916 7.83664 0.17275 10.45352 6.31063 1.05097,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2190632,-10,54812604,avtz,9.16428,-1.89252,-1.64004,-1.54429,-1.63487,-0.46227,-0.45637,5.63172,5.52284,-0.10887,9.15119,-2.01009,-1.67642,5.46469,9.16428,-1.89252,-1.64004,5.63172,-2.09588,-1.70297,5.35235,5.24347,-3.86397,10.70211,0.11504,-4.06727,0.11852,-3.90929,14.48621,14.27419,-1.50136,1.5794,-4.61146,0.23341,0.42366,-1.51897,5.18161,5.28914,5.15854,5.41058,8.10779 8.48259 -0.69952 9.16455 8.78796 -0.69559 8.03993 7.39301 -0.56456 7.64853 8.76251 -1.65906 7.57724 8.98722 0.12137 10.54184 6.74816 0.09631 11.56905 6.76015 -0.29701 9.88949 6.19734 -0.59726 10.17698 7.78058 0.20108 10.53134 6.25458 1.0793,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
C,C,0,0,5,5,11052,370K,2190632,-9,54812605,avtz,6.67962,-1.57951,-1.37627,-1.29188,-1.38189,-0.3943,-0.38909,3.72384,3.61154,-0.1123,6.67002,-1.67192,-1.40599,3.59211,6.67962,-1.57951,-1.37627,3.72384,-1.73935,-1.42769,3.50299,3.39069,-2.76546,7.73525,0.0871,-2.93094,0.09027,-2.79738,10.49416,10.37872,-0.95441,1.02943,-3.75735,0.17514,0.3217,-1.11807,3.39323,3.42479,3.21996,3.52403,8.10779 8.48259 -0.69952 9.16455 8.78796 -0.69559 8.03993 7.39301 -0.56456 7.64853 8.76251 -1.65906 7.57724 8.98722 0.12137 10.61966 6.69211 0.12464 11.64686 6.7041 -0.26868 9.96731 6.14128 -0.56893 10.25479 7.72453 0.22942 10.60915 6.19852 1.10763,C H H H H C H H H H,"['C', 'H', 'H', 'H', 'H', 'C', 'H', 'H', 'H', 'H']"
